images,captions
43982,A woman holding an open cell phone up in the air.
43983,A woman holding her phone up and pushing a button.
43984,A young woman holding up her phone to take pictures
43985,A man sitting at a table next to a greeting card.
43986,An old man with eyeglasses seated at a dinner table with wineglass and bottle.
43987,An older man sitting at a table with a greeting card on it.
43988,An old man is eating food at a table.
43989,"A man sitting at a table with a plate, spoon, bowl, wine glass, bottle and card on it."
43990,A person with a cooking apron and their hand on a pizza crust.
43991,A person pressing out pizza dough on a dish.
43992,A child in apron is checking the pizza dough.
43993,Person working on a pizza crust on a wooden table.
43994,A person that is touching some food on a table.
43995,People sit at a table where a person is cutting a cake.
43996,A man is cutting into a baked pie inside
43997,A man cutting a giant cake on top of a table.
43998,A man cutting a souffle for a woman at a restaurant
43999,A person sitting in front of food while another person is cutting the food.
44000,a man using a computer on a wooden table
44001,A man sitting in front of two computer screens.
44002,A man is looking at the screen with two computers.
44003,The man is using two computers at once.
44004,"A man using a computer and a laptop with several I-pods on his desk,"
44005,A man flying a kite in a cloudy blue sky.
44006,A man flying a kite up in the air.
44007,A man flying a kite in the mountains.
44008,A man is holding on to a powerful kite.
44009,A man flies a kite against a blue sky.
44010,A man sitting in a chair in a living room.
44011,a man is sitting in a chair in a room
44012,An older man sitting in a chair with a paper crown on.
44013,An man wearing a crown taking a nap in his favorite chair.
44014,a older man sitting in a chair in the living room
44015,A woman talking on a cell phone next to a window.
44016,"A lady with a concerned look on her face has a cell phone to her ear, seated by a window."
44017,A woman is sitting next to a window that has a wide ledge.
44018,A women sitting next to a window talking on her cell phone. 
44019,a woman sitting by a window holding a cell phone to her ear
44020,A woman is looking a giraffe standing in a field.
44021,a woman is looking off at a giraffe
44022,a woman in a pink top a giraffe some plants and bushes
44023,A man in suspenders leading two large horses that are pulling a wagon of hay with two young girls on top and a woman and dog are walking behind the wagon.
44024,An Amish man leading two horses pulling hay with two little girls sitting on top. 
44025,A man walking next to a horse drawn trailer covered with hay.
44026,A little girl is lying in bed with a teddy bear.
44027,A little girl laying in bed with a teddy bear.
44028,If it's really cute that is sleeping in a bed.
44029,Small child lying awake in a large bed
44030,A small girl sleeping in a large bed with a blue teddy bear.
44031,A young woman sits on a horse on a dirt road.
44032,A young girl is riding a horse in a vacant field. 
44033,A woman sitting on top of a horse.
44034,A woman sitting on a horse being assisted by a man.
44035,A woman riding a white horse around a barrel.
44036,A woman riding on the back of a white horse in a  field.
44037,A woman rides a horse quickly around barrels.
44038,a lady riding a horse around a red barrel
44039,A woman is riding a horse around a red can
44040,President Obama holds a framed tie and picture of himself.
44041,The president is holding something he has received
44042,a man is standing next to the president
44043,A man standing in front of a flag holding a plaque.
44044,a man on a surfboard coasts along the beach
44045,A person is holding their arms out as they surf on the water. 
44046,Surfer riding a wave in the ocean while it breaks
44047,The person is surfing through the waves in the water
44048,a surfer in a wet suit is surfing water and waves
44049,The small girl is lying on the mattress of a crib. 
44050,Young girl lying on mattress with railing on three sides. 
44051,a girl toddler laying on a day bed 
44052,A young girl lying in a convertible toddler crib.
44053,Child playing and relaxing within a crib of white walls
44054,A man is wearing a back pack and walking across the snow on skis.
44055,a person wearing skiis traveling on the snow 
44056,A person in skis going up a snowy hill.
44057,"Cross country skier with a backpack, skiing in the mountains."
44058,Person on cross country skis and a backpack heading away along trail.
44059,A tennis player is getting ready to start playing.
44060,a tennis player holding a racket and ball
44061,The tennis player is preparing to serve the ball.
44062,a man holds a tennis racket at a tennis court
44063,Spectators watch a tennis match as a player waits for the ball to come his way
44064,a man is holding a baseball bat on a diamond
44065,A baseball player standing next to home plate holding a bat.
44066,A baseball field and a player getting ready to bat.
44067,A professional baseball player getting ready to hit a ball at a game.
44068,a surfer in a wet suit is carrying a red and white board
44069,A man in a wet suit carrying a surfboard by some rocks.
44070,A surfer in a wet suit carrying his surfboard
44071,A man in black wetsuit carrying a surfboard next to rocks.
44072,A man in a wet suit is carrying a surfboard.
44073,A young male baseball player in uniform throws a ptich. 
44074,A baseball player throwing a ball in the game 
44075,A man in a baseball outfit throws a ball.
44076,A man in a red baseball hat and mitt is throwing a ball while a man behind him is covering him in case he misses the ball.
44077,A man standing in front of  a soccer goal with a dog.
44078,Man standing on a soccer field holding a frisbee with a dog beside him. 
44079,The man is throwing the frisbee to the dog.
44080,a man with a frisbee on the field with a doge
44081,A man holds a frisbee as a dog watches.
44082,MAN FLYING UP SOME STAIRS ON HIS SKATE BOARD
44083,A man performing in a show on his skateboard.
